Animal,Spp,Line,Thetime,Apfreq,Lat P,Lat A,Lon P,Lon A,Lc94,Sen1,Sen2,Sen3,Sen4,Ptt,Iqx,Iqy,Nmess,Gt120,Apbest,Dur,Nopc,Altitude,Colorname,Sex,Age,Popid,Month,Day,Year,Hour,Minute,Second,Date,Time,Gmt Date,Gmt Hour,Gmt Min,Gmt Sec,Jd,Jday,Ddmm,Mmdd,Deplylat,Deplylon,Deltahr,Duty,Dutylocs,Daysdply,Deployed,Record Number,Accessed Date,Source Url,Preferred Citation
OoTag050,Orcinus Orca,OoTag05020150316:143459Z99,16MAR15:14:34:59,677544.9,45.338,47.383,-124.042,-134.492,L2,24,132,202,50,109822,6,8,6,2,-118,537,4,0,wheat,M,A,L84,3,16,2015,14,34,59,2015-03-16 00:00:00,14:34:59,2015-03-16 00:00:00,14,34,59,15075,75,16_03,03_16,48.053,-124.797,.01,28,14,27,2/17/15,Row 1 of 3766,Accessed on 2023-03-04 15:31:47,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/transient_killer_whale_range,"Hanson, Brad; 07/01/2019. NOAA Fisheries Northwest Fisheries Science Center. SRKW occurrence coastal: SRKW occurrence coastal (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/transient_killer_whale_range)"
OoTag050,Orcinus Orca,OoTag05020150316:161532Z99,16MAR15:16:15:32,677544,45.26,55.963,-124.041,177.367,L3,24,131,204,51,109822,0,0,2,0,-129,62,2,0,wheat,M,A,L84,3,16,2015,16,15,32,2015-03-16 00:00:00,16:15:32,2015-03-16 00:00:00,16,15,32,15075,75,16_03,03_16,48.053,-124.797,1.68,28,14,27,2/17/15,Row 2 of 3766,Accessed on 2023-03-04 15:31:47,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/transient_killer_whale_range,"Hanson, Brad; 07/01/2019. NOAA Fisheries Northwest Fisheries Science Center. SRKW occurrence coastal: SRKW occurrence coastal (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/transient_killer_whale_range)"
OoTag050,Orcinus Orca,OoTag05020150316:164301Z99,16MAR15:16:43:01,677544,45.24,36.033,-124.076,-76.507,L0,24,132,203,48,109822,0,0,2,0,-126,59,2,0,wheat,M,A,L84,3,16,2015,16,43,1,2015-03-16 00:00:00,16:43:01,2015-03-16 00:00:00,16,43,1,15075,75,16_03,03_16,48.053,-124.797,.46,28,14,27,2/17/15,Row 3 of 3766,Accessed on 2023-03-04 15:31:47,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/transient_killer_whale_range,"Hanson, Brad; 07/01/2019. NOAA Fisheries Northwest Fisheries Science Center. SRKW occurrence coastal: SRKW occurrence coastal (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/transient_killer_whale_range)"
OoTag050,Orcinus Orca,OoTag05020150316:173432Z99,16MAR15:17:34:32,677544,45.197,40.754,-124.062,-100.214,L2,25,131,204,51,109822,0,0,2,0,-127,597,2,0,wheat,M,A,L84,3,16,2015,17,34,32,2015-03-16 00:00:00,17:34:32,2015-03-16 00:00:00,17,34,32,15075,75,16_03,03_16,48.053,-124.797,.86,28,14,27,2/17/15,Row 4 of 3766,Accessed on 2023-03-04 15:31:47,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/transient_killer_whale_range,"Hanson, Brad; 07/01/2019. NOAA Fisheries Northwest Fisheries Science Center. SRKW occurrence coastal: SRKW occurrence coastal (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/transient_killer_whale_range)"
OoTag050,Orcinus Orca,OoTag05020150316:182044Z99,16MAR15:18:20:44,677543,45.201,44.985,-124.271,-123.087,LA,25,131,204,50,109822,6,8,4,2,-116,491,2,0,wheat,M,A,L84,3,16,2015,18,20,44,2015-03-16 00:00:00,18:20:44,2015-03-16 00:00:00,18,20,44,15075,75,16_03,03_16,48.053,-124.797,.77,28,14,27,2/17/15,Row 5 of 3766,Accessed on 2023-03-04 15:31:47,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/transient_killer_whale_range,"Hanson, Brad; 07/01/2019. NOAA Fisheries Northwest Fisheries Science Center. SRKW occurrence coastal: SRKW occurrence coastal (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/transient_killer_whale_range)"
OoTag050,Orcinus Orca,OoTag05020150316:230950Z99,16MAR15:23:09:50,677562.1,44.897,51.941,-124.068,-87.542,LA,25,130,203,53,109822,0,8,3,0,-128,253,3,0,wheat,M,A,L84,3,16,2015,23,9,50,2015-03-16 00:00:00,23:09:50,2015-03-16 00:00:00,23,9,50,15075,75,16_03,03_16,48.053,-124.797,4.82,28,14,27,2/17/15,Row 6 of 3766,Accessed on 2023-03-04 15:31:47,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/transient_killer_whale_range,"Hanson, Brad; 07/01/2019. NOAA Fisheries Northwest Fisheries Science Center. SRKW occurrence coastal: SRKW occurrence coastal (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/transient_killer_whale_range)"
OoTag050,Orcinus Orca,OoTag05020150316:233051Z99,16MAR15:23:30:51,677562.1,44.881,35.037,-124.128,-173.38,LB,25,130,203,53,109822,4,0,3,0,-129,458,2,0,wheat,M,A,L84,3,16,2015,23,30,51,2015-03-16 00:00:00,23:30:51,2015-03-16 00:00:00,23,30,51,15075,75,16_03,03_16,48.053,-124.797,.35,28,14,27,2/17/15,Row 7 of 3766,Accessed on 2023-03-04 15:31:47,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/transient_killer_whale_range,"Hanson, Brad; 07/01/2019. NOAA Fisheries Northwest Fisheries Science Center. SRKW occurrence coastal: SRKW occurrence coastal (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/transient_killer_whale_range)"
OoTag050,Orcinus Orca,OoTag05020150417:042212Z99,17APR15:04:22:12,677542.4,46.513,51.781,-124.217,-100.722,L2,51,128,207,51,109822,0,0,2,0,-128,46,2,0,wheat,M,A,L84,4,17,2015,4,22,12,2015-04-17 00:00:00,4:22:12,2015-04-17 00:00:00,4,22,12,15107,107,17_04,04_17,48.053,-124.797,4.44,60,11,59,2/17/15,Row 8 of 3766,Accessed on 2023-03-04 15:31:47,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/transient_killer_whale_range,"Hanson, Brad; 07/01/2019. NOAA Fisheries Northwest Fisheries Science Center. SRKW occurrence coastal: SRKW occurrence coastal (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/transient_killer_whale_range)"
OoTag050,Orcinus Orca,OoTag05020150417:121448Z99,17APR15:12:14:48,677544,46.784,37.842,-124.258,-80.45,L1,51,130,208,44,109822,0,0,2,0,-128,104,2,0,wheat,M,A,L84,4,17,2015,12,14,48,2015-04-17 00:00:00,12:14:48,2015-04-17 00:00:00,12,14,48,15107,107,17_04,04_17,48.053,-124.797,7.25,60,11,59,2/17/15,Row 9 of 3766,Accessed on 2023-03-04 15:31:47,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/transient_killer_whale_range,"Hanson, Brad; 07/01/2019. NOAA Fisheries Northwest Fisheries Science Center. SRKW occurrence coastal: SRKW occurrence coastal (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/transient_killer_whale_range)"
OoTag050,Orcinus Orca,OoTag05020150417:125014Z99,17APR15:12:50:14,677544,46.813,51.603,-124.217,-98.658,L1,38,78,231,175,109822,0,0,2,0,-124,228,1,0,wheat,M,A,L84,4,17,2015,12,50,14,2015-04-17 00:00:00,12:50:14,2015-04-17 00:00:00,12,50,14,15107,107,17_04,04_17,48.053,-124.797,.15,60,11,59,2/17/15,Row 10 of 3766,Accessed on 2023-03-04 15:31:47,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/transient_killer_whale_range,"Hanson, Brad; 07/01/2019. NOAA Fisheries Northwest Fisheries Science Center. SRKW occurrence coastal: SRKW occurrence coastal (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/transient_killer_whale_range)"
OoTag050,Orcinus Orca,OoTag05020150417:130015Z99,17APR15:13:00:15,677544,46.835,39.667,-124.238,-89.093,L2,51,130,205,48,109822,0,0,3,0,-127,403,3,0,wheat,M,A,L84,4,17,2015,13,0,15,2015-04-17 00:00:00,13:00:15,2015-04-17 00:00:00,13,0,15,15107,107,17_04,04_17,48.053,-124.797,.17,60,11,59,2/17/15,Row 11 of 3766,Accessed on 2023-03-04 15:31:47,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/transient_killer_whale_range,"Hanson, Brad; 07/01/2019. NOAA Fisheries Northwest Fisheries Science Center. SRKW occurrence coastal: SRKW occurrence coastal (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/transient_killer_whale_range)"
OoTag050,Orcinus Orca,OoTag05020150417:135627Z99,17APR15:13:56:27,677535.1,46.837,47.489,-124.253,-127.441,L0,51,131,206,44,109822,6,8,4,0,-122,514,3,0,wheat,M,A,L84,4,17,2015,13,56,27,2015-04-17 00:00:00,13:56:27,2015-04-17 00:00:00,13,56,27,15107,107,17_04,04_17,48.053,-124.797,.94,60,11,59,2/17/15,Row 12 of 3766,Accessed on 2023-03-04 15:31:47,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/transient_killer_whale_range,"Hanson, Brad; 07/01/2019. NOAA Fisheries Northwest Fisheries Science Center. SRKW occurrence coastal: SRKW occurrence coastal (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/transient_killer_whale_range)"
OoTag050,Orcinus Orca,OoTag05020150417:142617Z99,17APR15:14:26:17,677539.2,46.854,42.857,-124.243,-145.094,L0,51,130,207,51,109822,0,0,2,0,-132,313,1,0,wheat,M,A,L84,4,17,2015,14,26,17,2015-04-17 00:00:00,14:26:17,2015-04-17 00:00:00,14,26,17,15107,107,17_04,04_17,48.053,-124.797,.5,60,11,59,2/17/15,Row 13 of 3766,Accessed on 2023-03-04 15:31:47,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/transient_killer_whale_range,"Hanson, Brad; 07/01/2019. NOAA Fisheries Northwest Fisheries Science Center. SRKW occurrence coastal: SRKW occurrence coastal (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/transient_killer_whale_range)"
OoTag050,Orcinus Orca,OoTag05020150417:144104Z99,17APR15:14:41:04,677539.2,46.875,49.02,-124.269,-135.344,L0,51,129,207,47,109822,6,8,4,0,-123,445,4,0,wheat,M,A,L84,4,17,2015,14,41,4,2015-04-17 00:00:00,14:41:04,2015-04-17 00:00:00,14,41,4,15107,107,17_04,04_17,48.053,-124.797,.25,60,11,59,2/17/15,Row 14 of 3766,Accessed on 2023-03-04 15:31:47,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/transient_killer_whale_range,"Hanson, Brad; 07/01/2019. NOAA Fisheries Northwest Fisheries Science Center. SRKW occurrence coastal: SRKW occurrence coastal (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/transient_killer_whale_range)"
OoTag050,Orcinus Orca,OoTag05020150417:171838Z99,17APR15:17:18:38,677542.6,46.905,40.781,-124.341,-92.836,LB,51,129,207,45,109822,5,8,4,0,-122,458,4,0,wheat,M,A,L84,4,17,2015,17,18,38,2015-04-17 00:00:00,17:18:38,2015-04-17 00:00:00,17,18,38,15107,107,17_04,04_17,48.053,-124.797,.94,60,11,59,2/17/15,Row 15 of 3766,Accessed on 2023-03-04 15:31:47,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/transient_killer_whale_range,"Hanson, Brad; 07/01/2019. NOAA Fisheries Northwest Fisheries Science Center. SRKW occurrence coastal: SRKW occurrence coastal (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/transient_killer_whale_range)"
OoTag050,Orcinus Orca,OoTag05020150417:220803Z99,17APR15:22:08:03,677534.7,46.631,59.919,-124.295,-54.32,L2,51,129,209,45,109822,0,8,3,0,-135,203,3,0,wheat,M,A,L84,4,17,2015,22,8,3,2015-04-17 00:00:00,22:08:03,2015-04-17 00:00:00,22,8,3,15107,107,17_04,04_17,48.053,-124.797,3.24,60,11,59,2/17/15,Row 16 of 3766,Accessed on 2023-03-04 15:31:47,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/transient_killer_whale_range,"Hanson, Brad; 07/01/2019. NOAA Fisheries Northwest Fisheries Science Center. SRKW occurrence coastal: SRKW occurrence coastal (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/transient_killer_whale_range)"
OoTag050,Orcinus Orca,OoTag05020150417:223250Z99,17APR15:22:32:50,677533.5,46.59,42.251,-124.345,-146.74,LB,52,127,207,51,109822,5,6,4,0,-122,248,2,0,wheat,M,A,L84,4,17,2015,22,32,50,2015-04-17 00:00:00,22:32:50,2015-04-17 00:00:00,22,32,50,15107,107,17_04,04_17,48.053,-124.797,.41,60,11,59,2/17/15,Row 17 of 3766,Accessed on 2023-03-04 15:31:47,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/transient_killer_whale_range,"Hanson, Brad; 07/01/2019. NOAA Fisheries Northwest Fisheries Science Center. SRKW occurrence coastal: SRKW occurrence coastal (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/transient_killer_whale_range)"
OoTag050,Orcinus Orca,OoTag05020150417:234636Z99,17APR15:23:46:36,677530.5,46.488,50.595,-124.222,-103.838,LB,52,130,206,47,109822,5,8,7,0,-128,768,4,0,wheat,M,A,L84,4,17,2015,23,46,36,2015-04-17 00:00:00,23:46:36,2015-04-17 00:00:00,23,46,36,15107,107,17_04,04_17,48.053,-124.797,1.23,60,11,59,2/17/15,Row 18 of 3766,Accessed on 2023-03-04 15:31:47,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/transient_killer_whale_range,"Hanson, Brad; 07/01/2019. NOAA Fisheries Northwest Fisheries Science Center. SRKW occurrence coastal: SRKW occurrence coastal (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/transient_killer_whale_range)"
OoTag050,Orcinus Orca,OoTag05020150217:213820Z99,17FEB15:21:38:20,677540.8,47.986,62.415,-124.766,-44.969,L1,1,136,187,51,109822,0,0,2,0,-136,49,2,0,wheat,M,A,L84,2,17,2015,21,38,20,2015-02-17 00:00:00,21:38:20,2015-02-17 00:00:00,21,38,20,15048,48,17_02,02_17,48.053,-124.797,.71,1,5,0,2/17/15,Row 19 of 3766,Accessed on 2023-03-04 15:31:47,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/transient_killer_whale_range,"Hanson, Brad; 07/01/2019. NOAA Fisheries Northwest Fisheries Science Center. SRKW occurrence coastal: SRKW occurrence coastal (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/transient_killer_whale_range)"
OoTag050,Orcinus Orca,OoTag05020150217:215030Z99,17FEB15:21:50:30,677545.4,47.957,47.205,-124.789,-128.547,LA,1,137,186,48,109822,5,8,5,0,-127,540,2,0,wheat,M,A,L84,2,17,2015,21,50,30,2015-02-17 00:00:00,21:50:30,2015-02-17 00:00:00,21,50,30,15048,48,17_02,02_17,48.053,-124.797,.2,1,5,0,2/17/15,Row 20 of 3766,Accessed on 2023-03-04 15:31:47,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/transient_killer_whale_range,"Hanson, Brad; 07/01/2019. NOAA Fisheries Northwest Fisheries Science Center. SRKW occurrence coastal: SRKW occurrence coastal (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/transient_killer_whale_range)"
OoTag050,Orcinus Orca,OoTag05020150217:231823Z99,17FEB15:23:18:23,677540.8,47.858,53.601,-124.729,-95.225,L2,1,129,187,48,109822,5,0,5,0,-130,507,1,0,wheat,M,A,L84,2,17,2015,23,18,23,2015-02-17 00:00:00,23:18:23,2015-02-17 00:00:00,23,18,23,15048,48,17_02,02_17,48.053,-124.797,1.17,1,5,0,2/17/15,Row 21 of 3766,Accessed on 2023-03-04 15:31:47,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/transient_killer_whale_range,"Hanson, Brad; 07/01/2019. NOAA Fisheries Northwest Fisheries Science Center. SRKW occurrence coastal: SRKW occurrence coastal (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/transient_killer_whale_range)"
OoTag050,Orcinus Orca,OoTag05020150217:233145Z99,17FEB15:23:31:45,677540.3,47.837,37.536,-124.757,-175.137,L2,1,129,186,52,109822,5,6,4,0,-133,485,3,0,wheat,M,A,L84,2,17,2015,23,31,45,2015-02-17 00:00:00,23:31:45,2015-02-17 00:00:00,23,31,45,15048,48,17_02,02_17,48.053,-124.797,.22,1,5,0,2/17/15,Row 22 of 3766,Accessed on 2023-03-04 15:31:47,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/transient_killer_whale_range,"Hanson, Brad; 07/01/2019. NOAA Fisheries Northwest Fisheries Science Center. SRKW occurrence coastal: SRKW occurrence coastal (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/transient_killer_whale_range)"
OoTag050,Orcinus Orca,OoTag05020150217:234813Z99,17FEB15:23:48:13,677542,47.818,54.099,-124.701,-91.434,L3,1,129,187,48,109822,5,6,4,0,-131,506,3,0,wheat,M,A,L84,2,17,2015,23,48,13,2015-02-17 00:00:00,23:48:13,2015-02-17 00:00:00,23,48,13,15048,48,17_02,02_17,48.053,-124.797,.27,1,5,0,2/17/15,Row 23 of 3766,Accessed on 2023-03-04 15:31:47,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/transient_killer_whale_range,"Hanson, Brad; 07/01/2019. NOAA Fisheries Northwest Fisheries Science Center. SRKW occurrence coastal: SRKW occurrence coastal (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/transient_killer_whale_range)"
OoTag050,Orcinus Orca,OoTag05020150517:040301Z99,17MAY15:04:03:01,677550.5,46.299,52.251,-124.135,-156.065,LB,77,131,211,46,109822,5,0,4,0,-126,175,3,0,wheat,M,A,L84,5,17,2015,4,3,1,2015-05-17 00:00:00,4:03:01,2015-05-17 00:00:00,4,3,1,15137,137,17_05,05_17,48.053,-124.797,28.6,90,14,89,2/17/15,Row 24 of 3766,Accessed on 2023-03-04 15:31:47,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/transient_killer_whale_range,"Hanson, Brad; 07/01/2019. NOAA Fisheries Northwest Fisheries Science Center. SRKW occurrence coastal: SRKW occurrence coastal (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/transient_killer_whale_range)"
OoTag050,Orcinus Orca,OoTag05020150517:044526Z99,17MAY15:04:45:26,677533.1,46.292,48.659,-124.137,-111.945,LB,76,103,51,153,109822,5,6,8,1,-115,406,3,0,wheat,M,A,L84,5,17,2015,4,45,26,2015-05-17 00:00:00,4:45:26,2015-05-17 00:00:00,4,45,26,15137,137,17_05,05_17,48.053,-124.797,.71,90,14,89,2/17/15,Row 25 of 3766,Accessed on 2023-03-04 15:31:47,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/transient_killer_whale_range,"Hanson, Brad; 07/01/2019. NOAA Fisheries Northwest Fisheries Science Center. SRKW occurrence coastal: SRKW occurrence coastal (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/transient_killer_whale_range)"
OoTag050,Orcinus Orca,OoTag05020150503:225025Z99,03MAY15:22:50:25,677535.5,46.874,58.44,-124.279,-60.033,LB,69,131,207,51,109822,6,0,3,0,-130,288,2,0,wheat,M,A,L84,5,3,2015,22,50,25,2015-05-03 00:00:00,22:50:25,2015-05-03 00:00:00,22,50,25,15123,123,03_05,05_03,48.053,-124.797,.42,76,14,75,2/17/15,Row 26 of 3766,Accessed on 2023-03-04 15:31:47,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/transient_killer_whale_range,"Hanson, Brad; 07/01/2019. NOAA Fisheries Northwest Fisheries Science Center. SRKW occurrence coastal: SRKW occurrence coastal (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/transient_killer_whale_range)"
OoTag050,Orcinus Orca,OoTag05020150503:225606Z99,03MAY15:22:56:06,677535.6,46.879,40.384,-124.261,-157.114,L3,69,132,206,51,109822,6,6,5,0,-127,514,3,0,wheat,M,A,L84,5,3,2015,22,56,6,2015-05-03 00:00:00,22:56:06,2015-05-03 00:00:00,22,56,6,15123,123,03_05,05_03,48.053,-124.797,.09,76,14,75,2/17/15,Row 27 of 3766,Accessed on 2023-03-04 15:31:47,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/transient_killer_whale_range,"Hanson, Brad; 07/01/2019. NOAA Fisheries Northwest Fisheries Science Center. SRKW occurrence coastal: SRKW occurrence coastal (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/transient_killer_whale_range)"
OoTag050,Orcinus Orca,OoTag05020150404:043431Z99,04APR15:04:34:31,677535.3,46.304,49.852,-124.223,-107.4,L2,37,130,206,44,109822,0,8,3,0,-122,507,3,0,wheat,M,A,L84,4,4,2015,4,34,31,2015-04-04 00:00:00,4:34:31,2015-04-04 00:00:00,4,34,31,15094,94,04_04,04_04,48.053,-124.797,5.02,47,10,46,2/17/15,Row 28 of 3766,Accessed on 2023-03-04 15:31:47,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/transient_killer_whale_range,"Hanson, Brad; 07/01/2019. NOAA Fisheries Northwest Fisheries Science Center. SRKW occurrence coastal: SRKW occurrence coastal (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/transient_killer_whale_range)"
OoTag050,Orcinus Orca,OoTag05020150404:045251Z99,04APR15:04:52:51,677535.3,46.298,56.732,-124.239,178.987,LA,37,129,205,51,109822,5,0,6,0,-125,350,1,0,wheat,M,A,L84,4,4,2015,4,52,51,2015-04-04 00:00:00,4:52:51,2015-04-04 00:00:00,4,52,51,15094,94,04_04,04_04,48.053,-124.797,.31,47,10,46,2/17/15,Row 29 of 3766,Accessed on 2023-03-04 15:31:47,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/transient_killer_whale_range,"Hanson, Brad; 07/01/2019. NOAA Fisheries Northwest Fisheries Science Center. SRKW occurrence coastal: SRKW occurrence coastal (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/transient_killer_whale_range)"
OoTag050,Orcinus Orca,OoTag05020150404:125706Z99,04APR15:12:57:06,677536.8,46.474,50.728,-124.159,-101.938,LB,37,129,206,45,109822,0,8,3,0,-124,287,3,0,wheat,M,A,L84,4,4,2015,12,57,6,2015-04-04 00:00:00,12:57:06,2015-04-04 00:00:00,12,57,6,15094,94,04_04,04_04,48.053,-124.797,8.07,47,10,46,2/17/15,Row 30 of 3766,Accessed on 2023-03-04 15:31:47,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/transient_killer_whale_range,"Hanson, Brad; 07/01/2019. NOAA Fisheries Northwest Fisheries Science Center. SRKW occurrence coastal: SRKW occurrence coastal (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/transient_killer_whale_range)"
OoTag050,Orcinus Orca,OoTag05020150404:130742Z99,04APR15:13:07:42,677536.3,46.444,42.554,-124.223,-104.471,L1,37,129,206,46,109822,0,8,3,0,-128,414,3,0,wheat,M,A,L84,4,4,2015,13,7,42,2015-04-04 00:00:00,13:07:42,2015-04-04 00:00:00,13,7,42,15094,94,04_04,04_04,48.053,-124.797,.18,47,10,46,2/17/15,Row 31 of 3766,Accessed on 2023-03-04 15:31:47,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/transient_killer_whale_range,"Hanson, Brad; 07/01/2019. NOAA Fisheries Northwest Fisheries Science Center. SRKW occurrence coastal: SRKW occurrence coastal (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/transient_killer_whale_range)"
OoTag050,Orcinus Orca,OoTag05020150404:143517Z99,04APR15:14:35:17,677542.5,46.401,41.727,-124.15,-148.889,LA,37,130,206,43,109822,5,8,4,1,-118,412,3,0,wheat,M,A,L84,4,4,2015,14,35,17,2015-04-04 00:00:00,14:35:17,2015-04-04 00:00:00,14,35,17,15094,94,04_04,04_04,48.053,-124.797,1.19,47,10,46,2/17/15,Row 32 of 3766,Accessed on 2023-03-04 15:31:47,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/transient_killer_whale_range,"Hanson, Brad; 07/01/2019. NOAA Fisheries Northwest Fisheries Science Center. SRKW occurrence coastal: SRKW occurrence coastal (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/transient_killer_whale_range)"
OoTag050,Orcinus Orca,OoTag05020150404:144821Z99,04APR15:14:48:21,677542.5,46.394,51.699,-124.135,-151.787,LB,37,129,206,46,109822,0,8,3,0,-127,452,3,0,wheat,M,A,L84,4,4,2015,14,48,21,2015-04-04 00:00:00,14:48:21,2015-04-04 00:00:00,14,48,21,15094,94,04_04,04_04,48.053,-124.797,.22,47,10,46,2/17/15,Row 33 of 3766,Accessed on 2023-03-04 15:31:47,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/transient_killer_whale_range,"Hanson, Brad; 07/01/2019. NOAA Fisheries Northwest Fisheries Science Center. SRKW occurrence coastal: SRKW occurrence coastal (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/transient_killer_whale_range)"
OoTag050,Orcinus Orca,OoTag05020150404:174106Z99,04APR15:17:41:06,677543.1,46.314,41.87,-124.125,-103.192,LA,38,130,206,47,109822,0,8,3,0,-129,506,3,0,wheat,M,A,L84,4,4,2015,17,41,6,2015-04-04 00:00:00,17:41:06,2015-04-04 00:00:00,17,41,6,15094,94,04_04,04_04,48.053,-124.797,.91,47,10,46,2/17/15,Row 34 of 3766,Accessed on 2023-03-04 15:31:47,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/transient_killer_whale_range,"Hanson, Brad; 07/01/2019. NOAA Fisheries Northwest Fisheries Science Center. SRKW occurrence coastal: SRKW occurrence coastal (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/transient_killer_whale_range)"
OoTag050,Orcinus Orca,OoTag05020150404:182754Z99,04APR15:18:27:54,677540.8,46.228,46.623,-124.023,-126.077,LB,38,128,206,49,109822,5,8,8,1,-120,710,2,0,wheat,M,A,L84,4,4,2015,18,27,54,2015-04-04 00:00:00,18:27:54,2015-04-04 00:00:00,18,27,54,15094,94,04_04,04_04,48.053,-124.797,.78,47,10,46,2/17/15,Row 35 of 3766,Accessed on 2023-03-04 15:31:47,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/transient_killer_whale_range,"Hanson, Brad; 07/01/2019. NOAA Fisheries Northwest Fisheries Science Center. SRKW occurrence coastal: SRKW occurrence coastal (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/transient_killer_whale_range)"
