Animal,Spp,Line,Thetime,Apfreq,Lat P,Lat A,Lon P,Lon A,Lc94,Sen1,Sen2,Sen3,Sen4,Ptt,Iqx,Iqy,Nmess,Gt120,Apbest,Dur,Nopc,Altitude,Colorname,Sex,Age,Popid,Month,Day,Year,Hour,Minute,Second,Date,Time,Gmt Date,Gmt Hour,Gmt Min,Gmt Sec,Jd,Jday,Ddmm,Mmdd,Deplylat,Deplylon,Deltahr,Duty,Dutylocs,Daysdply,Deployed,Record Number,Accessed Date,Source Url,Preferred Citation
OoTag050,Orcinus Orca,OoTag05020150224:044243Z99,24FEB15:04:42:43,677548.8,45.611,48.436,-124.204,-109.702,LA,7,129,190,52,109822,6,8,5,2,-116,343,4,0,wheat,M,A,L84,2,24,2015,4,42,43,2015-02-24 00:00:00,4:42:43,2015-02-24 00:00:00,4,42,43,15055,55,24_02,02_24,48.053,-124.797,4.9,8,13,7,2/17/15,Row 2079 of 3766,Accessed on 2023-03-04 15:31:47,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/transient_killer_whale_range,"Hanson, Brad; 07/01/2019. NOAA Fisheries Northwest Fisheries Science Center. SRKW occurrence coastal: SRKW occurrence coastal (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/transient_killer_whale_range)"
OoTag050,Orcinus Orca,OoTag05020150224:120651Z99,24FEB15:12:06:51,677559.4,45.956,36.735,-124.226,-81.739,L3,7,126,193,48,109822,0,8,3,0,-130,493,3,0,wheat,M,A,L84,2,24,2015,12,6,51,2015-02-24 00:00:00,12:06:51,2015-02-24 00:00:00,12,6,51,15055,55,24_02,02_24,48.053,-124.797,7.4,8,13,7,2/17/15,Row 2080 of 3766,Accessed on 2023-03-04 15:31:47,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/transient_killer_whale_range,"Hanson, Brad; 07/01/2019. NOAA Fisheries Northwest Fisheries Science Center. SRKW occurrence coastal: SRKW occurrence coastal (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/transient_killer_whale_range)"
OoTag050,Orcinus Orca,OoTag05020150224:122241Z99,24FEB15:12:22:41,677549.2,45.952,53.946,-124.215,-163.441,L2,7,126,188,55,109822,6,6,5,0,-130,582,3,0,wheat,M,A,L84,2,24,2015,12,22,41,2015-02-24 00:00:00,12:22:41,2015-02-24 00:00:00,12,22,41,15055,55,24_02,02_24,48.053,-124.797,.26,8,13,7,2/17/15,Row 2081 of 3766,Accessed on 2023-03-04 15:31:47,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/transient_killer_whale_range,"Hanson, Brad; 07/01/2019. NOAA Fisheries Northwest Fisheries Science Center. SRKW occurrence coastal: SRKW occurrence coastal (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/transient_killer_whale_range)"
OoTag050,Orcinus Orca,OoTag05020150224:125050Z99,24FEB15:12:50:50,677540,45.937,38.238,-124.193,-85.326,LA,7,126,191,48,109822,5,8,6,0,-128,466,4,0,wheat,M,A,L84,2,24,2015,12,50,50,2015-02-24 00:00:00,12:50:50,2015-02-24 00:00:00,12,50,50,15055,55,24_02,02_24,48.053,-124.797,.47,8,13,7,2/17/15,Row 2082 of 3766,Accessed on 2023-03-04 15:31:47,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/transient_killer_whale_range,"Hanson, Brad; 07/01/2019. NOAA Fisheries Northwest Fisheries Science Center. SRKW occurrence coastal: SRKW occurrence coastal (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/transient_killer_whale_range)"
OoTag050,Orcinus Orca,OoTag05020150224:132444Z99,24FEB15:13:24:44,677550.3,45.98,48.047,-124.205,-113.364,L2,7,127,190,55,109822,6,8,6,0,-121,297,2,0,wheat,M,A,L84,2,24,2015,13,24,44,2015-02-24 00:00:00,13:24:44,2015-02-24 00:00:00,13,24,44,15055,55,24_02,02_24,48.053,-124.797,.57,8,13,7,2/17/15,Row 2083 of 3766,Accessed on 2023-03-04 15:31:47,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/transient_killer_whale_range,"Hanson, Brad; 07/01/2019. NOAA Fisheries Northwest Fisheries Science Center. SRKW occurrence coastal: SRKW occurrence coastal (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/transient_killer_whale_range)"
OoTag050,Orcinus Orca,OoTag05020150224:135213Z99,24FEB15:13:52:13,677544.4,46.001,46.814,-124.191,-128.327,L1,7,126,191,48,109822,5,8,6,0,-124,325,3,0,wheat,M,A,L84,2,24,2015,13,52,13,2015-02-24 00:00:00,13:52:13,2015-02-24 00:00:00,13,52,13,15055,55,24_02,02_24,48.053,-124.797,.46,8,13,7,2/17/15,Row 2084 of 3766,Accessed on 2023-03-04 15:31:47,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/transient_killer_whale_range,"Hanson, Brad; 07/01/2019. NOAA Fisheries Northwest Fisheries Science Center. SRKW occurrence coastal: SRKW occurrence coastal (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/transient_killer_whale_range)"
OoTag050,Orcinus Orca,OoTag05020150224:143105Z99,24FEB15:14:31:05,677547.5,46.044,47.411,-124.228,-131.752,LB,7,127,190,53,109822,5,0,7,0,-125,750,1,0,wheat,M,A,L84,2,24,2015,14,31,5,2015-02-24 00:00:00,14:31:05,2015-02-24 00:00:00,14,31,5,15055,55,24_02,02_24,48.053,-124.797,.65,8,13,7,2/17/15,Row 2085 of 3766,Accessed on 2023-03-04 15:31:47,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/transient_killer_whale_range,"Hanson, Brad; 07/01/2019. NOAA Fisheries Northwest Fisheries Science Center. SRKW occurrence coastal: SRKW occurrence coastal (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/transient_killer_whale_range)"
OoTag050,Orcinus Orca,OoTag05020150224:165455Z99,24FEB15:16:54:55,677542.5,46.096,37.788,-124.119,-82.184,LB,8,123,192,51,109822,5,8,5,0,-122,541,4,0,wheat,M,A,L84,2,24,2015,16,54,55,2015-02-24 00:00:00,16:54:55,2015-02-24 00:00:00,16,54,55,15055,55,24_02,02_24,48.053,-124.797,.71,8,13,7,2/17/15,Row 2086 of 3766,Accessed on 2023-03-04 15:31:47,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/transient_killer_whale_range,"Hanson, Brad; 07/01/2019. NOAA Fisheries Northwest Fisheries Science Center. SRKW occurrence coastal: SRKW occurrence coastal (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/transient_killer_whale_range)"
OoTag050,Orcinus Orca,OoTag05020150224:174714Z99,24FEB15:17:47:14,677545.9,46.144,42.472,-124.106,-106.197,LB,8,124,192,55,109822,0,8,3,0,-125,557,3,0,wheat,M,A,L84,2,24,2015,17,47,14,2015-02-24 00:00:00,17:47:14,2015-02-24 00:00:00,17,47,14,15055,55,24_02,02_24,48.053,-124.797,.87,8,13,7,2/17/15,Row 2087 of 3766,Accessed on 2023-03-04 15:31:47,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/transient_killer_whale_range,"Hanson, Brad; 07/01/2019. NOAA Fisheries Northwest Fisheries Science Center. SRKW occurrence coastal: SRKW occurrence coastal (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/transient_killer_whale_range)"
OoTag050,Orcinus Orca,OoTag05020150224:183518Z99,24FEB15:18:35:18,677544.1,46.197,47.156,-124.157,-129.085,L1,8,130,191,55,109822,5,8,7,0,-121,617,3,0,wheat,M,A,L84,2,24,2015,18,35,18,2015-02-24 00:00:00,18:35:18,2015-02-24 00:00:00,18,35,18,15055,55,24_02,02_24,48.053,-124.797,.8,8,13,7,2/17/15,Row 2088 of 3766,Accessed on 2023-03-04 15:31:47,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/transient_killer_whale_range,"Hanson, Brad; 07/01/2019. NOAA Fisheries Northwest Fisheries Science Center. SRKW occurrence coastal: SRKW occurrence coastal (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/transient_killer_whale_range)"
OoTag050,Orcinus Orca,OoTag05020150224:221302Z99,24FEB15:22:13:02,677547.3,46.356,43.539,-124.144,-138.153,LA,8,132,192,55,109822,5,8,7,0,-126,757,4,0,wheat,M,A,L84,2,24,2015,22,13,2,2015-02-24 00:00:00,22:13:02,2015-02-24 00:00:00,22,13,2,15055,55,24_02,02_24,48.053,-124.797,.21,8,13,7,2/17/15,Row 2089 of 3766,Accessed on 2023-03-04 15:31:47,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/transient_killer_whale_range,"Hanson, Brad; 07/01/2019. NOAA Fisheries Northwest Fisheries Science Center. SRKW occurrence coastal: SRKW occurrence coastal (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/transient_killer_whale_range)"
OoTag050,Orcinus Orca,OoTag05020150224:223359Z99,24FEB15:22:33:59,677547.3,46.357,58.862,-124.219,-54.234,LA,8,131,192,48,109822,0,0,2,0,-131,59,1,0,wheat,M,A,L84,2,24,2015,22,33,59,2015-02-24 00:00:00,22:33:59,2015-02-24 00:00:00,22,33,59,15055,55,24_02,02_24,48.053,-124.797,.35,8,13,7,2/17/15,Row 2090 of 3766,Accessed on 2023-03-04 15:31:47,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/transient_killer_whale_range,"Hanson, Brad; 07/01/2019. NOAA Fisheries Northwest Fisheries Science Center. SRKW occurrence coastal: SRKW occurrence coastal (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/transient_killer_whale_range)"
OoTag050,Orcinus Orca,OoTag05020150224:233832Z99,24FEB15:23:38:32,677547.2,46.397,50.328,-124.235,-103.859,LB,8,129,192,55,109822,5,8,5,0,-121,644,4,0,wheat,M,A,L84,2,24,2015,23,38,32,2015-02-24 00:00:00,23:38:32,2015-02-24 00:00:00,23,38,32,15055,55,24_02,02_24,48.053,-124.797,1.08,8,13,7,2/17/15,Row 2091 of 3766,Accessed on 2023-03-04 15:31:47,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/transient_killer_whale_range,"Hanson, Brad; 07/01/2019. NOAA Fisheries Northwest Fisheries Science Center. SRKW occurrence coastal: SRKW occurrence coastal (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/transient_killer_whale_range)"
OoTag050,Orcinus Orca,OoTag05020150324:040300Z99,24MAR15:04:03:00,677540.6,41.511,47.911,-124.202,-158.233,L2,28,131,208,48,109822,0,0,2,0,-131,126,2,0,wheat,M,A,L84,3,24,2015,4,3,0,2015-03-24 00:00:00,4:03:00,2015-03-24 00:00:00,4,3,0,15083,83,24_03,03_24,48.053,-124.797,28.35,36,13,35,2/17/15,Row 2092 of 3766,Accessed on 2023-03-04 15:31:47,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/transient_killer_whale_range,"Hanson, Brad; 07/01/2019. NOAA Fisheries Northwest Fisheries Science Center. SRKW occurrence coastal: SRKW occurrence coastal (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/transient_killer_whale_range)"
OoTag050,Orcinus Orca,OoTag05020150324:045653Z99,24MAR15:04:56:53,677541.7,41.572,43.026,-124.213,-116.637,L2,28,131,204,51,109822,6,0,4,2,-116,294,2,0,wheat,M,A,L84,3,24,2015,4,56,53,2015-03-24 00:00:00,4:56:53,2015-03-24 00:00:00,4,56,53,15083,83,24_03,03_24,48.053,-124.797,.68,36,13,35,2/17/15,Row 2093 of 3766,Accessed on 2023-03-04 15:31:47,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/transient_killer_whale_range,"Hanson, Brad; 07/01/2019. NOAA Fisheries Northwest Fisheries Science Center. SRKW occurrence coastal: SRKW occurrence coastal (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/transient_killer_whale_range)"
OoTag050,Orcinus Orca,OoTag05020150324:120402Z99,24MAR15:12:04:02,677543.7,42.015,51.59,-124.292,-72.94,LB,28,130,207,51,109822,5,0,3,0,-127,209,1,0,wheat,M,A,L84,3,24,2015,12,4,2,2015-03-24 00:00:00,12:04:02,2015-03-24 00:00:00,12,4,2,15083,83,24_03,03_24,48.053,-124.797,7.12,36,13,35,2/17/15,Row 2094 of 3766,Accessed on 2023-03-04 15:31:47,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/transient_killer_whale_range,"Hanson, Brad; 07/01/2019. NOAA Fisheries Northwest Fisheries Science Center. SRKW occurrence coastal: SRKW occurrence coastal (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/transient_killer_whale_range)"
OoTag050,Orcinus Orca,OoTag05020150324:121149Z99,24MAR15:12:11:49,677544.2,42.034,49.368,-124.305,-160.611,LB,28,130,205,112,109822,5,6,7,0,-130,471,3,0,wheat,M,A,L84,3,24,2015,12,11,49,2015-03-24 00:00:00,12:11:49,2015-03-24 00:00:00,12,11,49,15083,83,24_03,03_24,48.053,-124.797,.13,36,13,35,2/17/15,Row 2095 of 3766,Accessed on 2023-03-04 15:31:47,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/transient_killer_whale_range,"Hanson, Brad; 07/01/2019. NOAA Fisheries Northwest Fisheries Science Center. SRKW occurrence coastal: SRKW occurrence coastal (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/transient_killer_whale_range)"
OoTag050,Orcinus Orca,OoTag05020150324:125801Z99,24MAR15:12:58:01,677544.3,42.091,35.037,-124.336,-89.844,L1,29,131,204,51,109822,5,8,6,0,-125,555,4,0,wheat,M,A,L84,3,24,2015,12,58,1,2015-03-24 00:00:00,12:58:01,2015-03-24 00:00:00,12,58,1,15083,83,24_03,03_24,48.053,-124.797,.77,36,13,35,2/17/15,Row 2096 of 3766,Accessed on 2023-03-04 15:31:47,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/transient_killer_whale_range,"Hanson, Brad; 07/01/2019. NOAA Fisheries Northwest Fisheries Science Center. SRKW occurrence coastal: SRKW occurrence coastal (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/transient_killer_whale_range)"
OoTag050,Orcinus Orca,OoTag05020150324:133009Z99,24MAR15:13:30:09,677546.2,42.122,41.245,-124.357,-120.189,LB,29,131,204,51,109822,5,8,4,0,-121,357,2,0,wheat,M,A,L84,3,24,2015,13,30,9,2015-03-24 00:00:00,13:30:09,2015-03-24 00:00:00,13,30,9,15083,83,24_03,03_24,48.053,-124.797,.54,36,13,35,2/17/15,Row 2097 of 3766,Accessed on 2023-03-04 15:31:47,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/transient_killer_whale_range,"Hanson, Brad; 07/01/2019. NOAA Fisheries Northwest Fisheries Science Center. SRKW occurrence coastal: SRKW occurrence coastal (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/transient_killer_whale_range)"
OoTag050,Orcinus Orca,OoTag05020150324:134000Z99,24MAR15:13:40:00,677544,42.126,42.915,-124.381,-120.293,LB,29,131,205,51,109822,6,8,4,0,-123,484,4,0,wheat,M,A,L84,3,24,2015,13,40,0,2015-03-24 00:00:00,13:40:00,2015-03-24 00:00:00,13,40,0,15083,83,24_03,03_24,48.053,-124.797,.16,36,13,35,2/17/15,Row 2098 of 3766,Accessed on 2023-03-04 15:31:47,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/transient_killer_whale_range,"Hanson, Brad; 07/01/2019. NOAA Fisheries Northwest Fisheries Science Center. SRKW occurrence coastal: SRKW occurrence coastal (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/transient_killer_whale_range)"
OoTag050,Orcinus Orca,OoTag05020150324:143557Z99,24MAR15:14:35:57,677543.4,42.18,44.74,-124.4,-136.979,L1,29,129,205,49,109822,5,8,5,0,-125,497,4,0,wheat,M,A,L84,3,24,2015,14,35,57,2015-03-24 00:00:00,14:35:57,2015-03-24 00:00:00,14,35,57,15083,83,24_03,03_24,48.053,-124.797,.93,36,13,35,2/17/15,Row 2099 of 3766,Accessed on 2023-03-04 15:31:47,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/transient_killer_whale_range,"Hanson, Brad; 07/01/2019. NOAA Fisheries Northwest Fisheries Science Center. SRKW occurrence coastal: SRKW occurrence coastal (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/transient_killer_whale_range)"
OoTag050,Orcinus Orca,OoTag05020150324:171620Z99,24MAR15:17:16:20,677539.3,42.342,36.412,-124.43,-94.224,LA,29,130,204,51,109822,0,0,2,0,-122,257,2,0,wheat,M,A,L84,3,24,2015,17,16,20,2015-03-24 00:00:00,17:16:20,2015-03-24 00:00:00,17,16,20,15083,83,24_03,03_24,48.053,-124.797,2.67,36,13,35,2/17/15,Row 2100 of 3766,Accessed on 2023-03-04 15:31:47,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/transient_killer_whale_range,"Hanson, Brad; 07/01/2019. NOAA Fisheries Northwest Fisheries Science Center. SRKW occurrence coastal: SRKW occurrence coastal (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/transient_killer_whale_range)"
OoTag050,Orcinus Orca,OoTag05020150324:180938Z99,24MAR15:18:09:38,677539.3,42.404,41.11,-124.415,-118.358,L2,29,129,205,47,109822,6,8,4,0,-125,579,4,0,wheat,M,A,L84,3,24,2015,18,9,38,2015-03-24 00:00:00,18:09:38,2015-03-24 00:00:00,18,9,38,15083,83,24_03,03_24,48.053,-124.797,.89,36,13,35,2/17/15,Row 2101 of 3766,Accessed on 2023-03-04 15:31:47,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/transient_killer_whale_range,"Hanson, Brad; 07/01/2019. NOAA Fisheries Northwest Fisheries Science Center. SRKW occurrence coastal: SRKW occurrence coastal (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/transient_killer_whale_range)"
OoTag050,Orcinus Orca,OoTag05020150324:185543Z99,24MAR15:18:55:43,677535.1,42.451,45.821,-124.506,-141.607,LA,29,129,205,50,109822,5,8,4,0,-121,217,4,0,wheat,M,A,L84,3,24,2015,18,55,43,2015-03-24 00:00:00,18:55:43,2015-03-24 00:00:00,18,55,43,15083,83,24_03,03_24,48.053,-124.797,.77,36,13,35,2/17/15,Row 2102 of 3766,Accessed on 2023-03-04 15:31:47,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/transient_killer_whale_range,"Hanson, Brad; 07/01/2019. NOAA Fisheries Northwest Fisheries Science Center. SRKW occurrence coastal: SRKW occurrence coastal (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/transient_killer_whale_range)"
OoTag050,Orcinus Orca,OoTag05020150324:220324Z99,24MAR15:22:03:24,677539.3,42.635,41.248,-124.393,-129.959,L2,29,129,207,51,109822,0,0,2,0,-126,123,2,0,wheat,M,A,L84,3,24,2015,22,3,24,2015-03-24 00:00:00,22:03:24,2015-03-24 00:00:00,22,3,24,15083,83,24_03,03_24,48.053,-124.797,3.13,36,13,35,2/17/15,Row 2103 of 3766,Accessed on 2023-03-04 15:31:47,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/transient_killer_whale_range,"Hanson, Brad; 07/01/2019. NOAA Fisheries Northwest Fisheries Science Center. SRKW occurrence coastal: SRKW occurrence coastal (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/transient_killer_whale_range)"
OoTag050,Orcinus Orca,OoTag05020150324:232157Z99,24MAR15:23:21:57,677540.1,42.687,49.995,-124.525,-89.075,L1,29,130,204,47,109822,0,8,3,0,-128,332,2,0,wheat,M,A,L84,3,24,2015,23,21,57,2015-03-24 00:00:00,23:21:57,2015-03-24 00:00:00,23,21,57,15083,83,24_03,03_24,48.053,-124.797,1.31,36,13,35,2/17/15,Row 2104 of 3766,Accessed on 2023-03-04 15:31:47,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/transient_killer_whale_range,"Hanson, Brad; 07/01/2019. NOAA Fisheries Northwest Fisheries Science Center. SRKW occurrence coastal: SRKW occurrence coastal (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/transient_killer_whale_range)"
OoTag050,Orcinus Orca,OoTag05020150425:045300Z99,25APR15:04:53:00,677538.4,46.366,47.994,-124.154,-115.485,L2,59,130,206,50,109822,0,8,3,0,-126,301,2,0,wheat,M,A,L84,4,25,2015,4,53,0,2015-04-25 00:00:00,4:53:00,2015-04-25 00:00:00,4,53,0,15115,115,25_04,04_25,48.053,-124.797,.87,68,12,67,2/17/15,Row 2105 of 3766,Accessed on 2023-03-04 15:31:47,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/transient_killer_whale_range,"Hanson, Brad; 07/01/2019. NOAA Fisheries Northwest Fisheries Science Center. SRKW occurrence coastal: SRKW occurrence coastal (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/transient_killer_whale_range)"
OoTag050,Orcinus Orca,OoTag05020150425:122548Z99,25APR15:12:25:48,677537.4,46.849,38.811,-124.193,-83.653,L0,60,131,205,52,109822,6,8,4,0,-129,653,3,0,wheat,M,A,L84,4,25,2015,12,25,48,2015-04-25 00:00:00,12:25:48,2015-04-25 00:00:00,12,25,48,15115,115,25_04,04_25,48.053,-124.797,.41,68,12,67,2/17/15,Row 2106 of 3766,Accessed on 2023-03-04 15:31:47,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/transient_killer_whale_range,"Hanson, Brad; 07/01/2019. NOAA Fisheries Northwest Fisheries Science Center. SRKW occurrence coastal: SRKW occurrence coastal (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/transient_killer_whale_range)"
OoTag050,Orcinus Orca,OoTag05020150425:125517Z99,25APR15:12:55:17,677541.3,46.895,57.057,-124.212,-177.32,L0,60,133,206,50,109822,6,8,4,0,-137,430,4,0,wheat,M,A,L84,4,25,2015,12,55,17,2015-04-25 00:00:00,12:55:17,2015-04-25 00:00:00,12,55,17,15115,115,25_04,04_25,48.053,-124.797,.49,68,12,67,2/17/15,Row 2107 of 3766,Accessed on 2023-03-04 15:31:47,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/transient_killer_whale_range,"Hanson, Brad; 07/01/2019. NOAA Fisheries Northwest Fisheries Science Center. SRKW occurrence coastal: SRKW occurrence coastal (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/transient_killer_whale_range)"
OoTag050,Orcinus Orca,OoTag05020150425:130216Z99,25APR15:13:02:16,677540.3,46.896,39.873,-124.188,-88.927,L1,60,132,206,50,109822,6,8,4,0,-124,592,4,0,wheat,M,A,L84,4,25,2015,13,2,16,2015-04-25 00:00:00,13:02:16,2015-04-25 00:00:00,13,2,16,15115,115,25_04,04_25,48.053,-124.797,.12,68,12,67,2/17/15,Row 2108 of 3766,Accessed on 2023-03-04 15:31:47,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/transient_killer_whale_range,"Hanson, Brad; 07/01/2019. NOAA Fisheries Northwest Fisheries Science Center. SRKW occurrence coastal: SRKW occurrence coastal (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/transient_killer_whale_range)"
OoTag050,Orcinus Orca,OoTag05020150425:133548Z99,25APR15:13:35:48,677536.1,46.911,47.486,-124.24,-121.149,LA,60,132,206,51,109822,5,8,7,1,-120,573,4,0,wheat,M,A,L84,4,25,2015,13,35,48,2015-04-25 00:00:00,13:35:48,2015-04-25 00:00:00,13,35,48,15115,115,25_04,04_25,48.053,-124.797,.56,68,12,67,2/17/15,Row 2109 of 3766,Accessed on 2023-03-04 15:31:47,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/transient_killer_whale_range,"Hanson, Brad; 07/01/2019. NOAA Fisheries Northwest Fisheries Science Center. SRKW occurrence coastal: SRKW occurrence coastal (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/transient_killer_whale_range)"
OoTag050,Orcinus Orca,OoTag05020150425:140552Z99,25APR15:14:05:52,677537.1,46.952,48.242,-124.272,-130.627,L1,60,131,205,50,109822,5,8,8,0,-125,710,4,0,wheat,M,A,L84,4,25,2015,14,5,52,2015-04-25 00:00:00,14:05:52,2015-04-25 00:00:00,14,5,52,15115,115,25_04,04_25,48.053,-124.797,.5,68,12,67,2/17/15,Row 2110 of 3766,Accessed on 2023-03-04 15:31:47,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/transient_killer_whale_range,"Hanson, Brad; 07/01/2019. NOAA Fisheries Northwest Fisheries Science Center. SRKW occurrence coastal: SRKW occurrence coastal (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/transient_killer_whale_range)"
OoTag050,Orcinus Orca,OoTag05020150425:144249Z99,25APR15:14:42:49,677533.3,47.002,49.163,-124.325,-135.582,L1,60,130,206,49,109822,5,8,5,0,-127,551,4,0,wheat,M,A,L84,4,25,2015,14,42,49,2015-04-25 00:00:00,14:42:49,2015-04-25 00:00:00,14,42,49,15115,115,25_04,04_25,48.053,-124.797,.62,68,12,67,2/17/15,Row 2111 of 3766,Accessed on 2023-03-04 15:31:47,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/transient_killer_whale_range,"Hanson, Brad; 07/01/2019. NOAA Fisheries Northwest Fisheries Science Center. SRKW occurrence coastal: SRKW occurrence coastal (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/transient_killer_whale_range)"
OoTag050,Orcinus Orca,OoTag05020150425:161218Z99,25APR15:16:12:18,677560.5,47.122,34.979,-124.289,-62.27,LB,60,133,207,44,109822,0,8,3,0,-131,297,3,0,wheat,M,A,L84,4,25,2015,16,12,18,2015-04-25 00:00:00,16:12:18,2015-04-25 00:00:00,16,12,18,15115,115,25_04,04_25,48.053,-124.797,1.49,68,12,67,2/17/15,Row 2112 of 3766,Accessed on 2023-03-04 15:31:47,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/transient_killer_whale_range,"Hanson, Brad; 07/01/2019. NOAA Fisheries Northwest Fisheries Science Center. SRKW occurrence coastal: SRKW occurrence coastal (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/transient_killer_whale_range)"
OoTag050,Orcinus Orca,OoTag05020150425:175330Z99,25APR15:17:53:30,677536.4,47.116,44.184,-124.259,-108.995,L1,60,129,206,49,109822,0,0,2,1,-118,289,2,0,wheat,M,A,L84,4,25,2015,17,53,30,2015-04-25 00:00:00,17:53:30,2015-04-25 00:00:00,17,53,30,15115,115,25_04,04_25,48.053,-124.797,1.69,68,12,67,2/17/15,Row 2113 of 3766,Accessed on 2023-03-04 15:31:47,https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/transient_killer_whale_range,"Hanson, Brad; 07/01/2019. NOAA Fisheries Northwest Fisheries Science Center. SRKW occurrence coastal: SRKW occurrence coastal (https://www.webapps.nwfsc.noaa.gov/apex/parrdata/inventory/tables/table/transient_killer_whale_range)"
